raman_shift_cm-1,lactose,casein,melamine,starch,tg_base,carotene
468.0,0.028152079549134092,0.00038230868670667437,0.00218103906031466,0.40335969612938993,0.00038917773213213404,0.0001855594479425789
470.0,0.024881401355755565,0.0003842332467720834,0.002237604848806174,0.5033603288912551,0.00039117953657001863,0.00018662275011342298
472.0,0.02216325441694009,0.0003861736780028833,0.0022966669758278844,0.6236831285806834,0.0003931976461755687,0.00018769565981316213
474.0,0.01988104665506752,0.0003881301701745231,0.0023583868741181633,0.7521571497975398,0.00039523224700242033,0.00018877829771791083
476.0,0.01794704076013249,0.00039010291611024325,0.0024229399747137475,0.8582624256188326,0.000397283527874065,0.0001898707864651188
478.0,0.016294297120652827,0.0003920921117432236,0.002490517240091077,0.9006200327472786,0.00039935168043511867,0.00019097325069294531
480.0,0.014871090593436144,0.0003940979561802735,0.002561326900789822,0.8582718157399604,0.00040143689920373,0.0001920858170805791
482.0,0.013636981229332126,0.00039612065176710895,0.002635596427313209,0.7521759320945882,0.000403539381625157,0.00019320861438952943
484.0,0.012560008255405906,0.000398160404155262,0.0027135747748296742,0.6237113071645913,0.00040565932812654265,0.00019434177350591674
486.0,0.01161465847522201,0.0004002174223706717,0.0027955349451036517,0.503397909931819,0.00040779694217292067,0.00019548542748378962
488.0,0.010780376292477734,0.0004022919188840071,0.002881776918429676,0.4034066878593339,0.0004099524303244844,0.00019663971158949908
490.0,0.01004045771369171,0.00040438410968277044,0.0029726310184726864,0.324649288262721,0.0004121260022951512,0.00019780476334715848
492.0,0.009381220070676495,0.00040649421434523874,0.0030684617852561025,0.26383127974548903,0.00041431787101245724,0.00019898072258522096
494.0,0.00879137212115261,0.0004086224561162937,0.003169672446630069,0.21698002142212844,0.000416528252678818,0.0002001677314842068
496.0,0.008261531428805901,0.00041076906198520057,0.0032767100970857816,0.1806647761067889,0.00041875736683419016,0.00020136593462561302
498.0,0.0077838511513107335,0.0004129342627653929,0.003390071715641343,0.15222932564007133,0.0004210054364201727,0.00020257547904204014
500.0,0.0073517289193728574,0.0004151182931763245,0.0035103111828469376,0.12970199052606193,0.00042327268784558706,0.00020379651426857072
502.0,0.006959577892271292,0.0004173213919274523,0.003638047492211642,0.11163978485292969,0.0004255593510535737,0.00020502919239543733
504.0,0.006602645325392667,0.0004195438018044143,0.003773974395452209,0.09698758100522586,0.000427865659590249,0.00020627366812201651
506.0,0.006276867748335549,0.00042178576975747097,0.003918871776405033,0.08496943396094758,0.0004301918506749614,0.00020753009881218853
508.0,0.005978754576638284,0.0004240475469922796,0.0040736191185151436,0.07500956440445697,0.00043253816527219464,0.00020879864455110309
510.0,0.0057052939715442254,0.00042632938906307465,0.004239211519875433,0.06667622569248191,0.00043490484816515856,0.00021007946820339221
512.0,0.005453876230909534,0.0004286315559683276,0.004416778823639974,0.05964209263358445,0.0004372921480311176,0.00021137273547287488
514.0,0.005222231086865624,0.0004309543122489659,0.004607608578067924,0.05365626211213506,0.00043970031751850304,0.00021267861496379581
516.0,0.00500837610514868,0.0004332979270892302,0.004813173730000973,0.048524340844909225,0.0004421296133258579,0.0002139972782436465
518.0,0.004810574000181103,0.0004356626744202536,0.0050351662025832295,0.04409416503330376,0.000444580296282667,0.00021532889990761558
520.0,0.0046272971513634156,0.0004380488330264494,0.00527553783219506,0.04024546076807375,0.00044705263143212374,0.00021667365764471716
522.0,0.0044571979674042595,0.0004404566866547963,0.005536550568162593,0.036882282287565814,0.0004495468881158874,0.00021803173230564937
524.0,0.004299084024400721,0.0004428865241271154,0.005820838409912594,0.033927425611927846,0.0004520633400608888,0.00021940330797243552
526.0,0.004151897119978232,0.00044533863945543303,0.006131484323564334,0.031318260227566244,0.00045460226546823883,0.0002207885720299022
528.0,0.0040146955550410725,0.00044781333196053114,0.0064721164199211785,0.02900358864162352,0.0004571639471043035,0.00022218771523905154
530.0,0.003886639087691437,0.0004503109063937877,0.006847029098372906,0.026941258215438604,0.0004597486723940033,0.00022360093181238638
532.0,0.003766976108983821,0.0004528316730624147,0.0072613368261618925,0.025096328818262053,0.0004623567335164035,0.00022502841949124862
534.0,0.0036550326736844237,0.0004553759479582049,0.007721170964825519,0.023439654942556756,0.0004649884275026586,0.00022647037962523356
536.0,0.003550203085880079,0.0004579440528899034,0.008233933925226835,0.02194677962598732,0.0004676440563363801,0.00022792701725374642
538.0,0.0034519417927782394,0.00046053631561932375,0.008808630456831676,0.02059706495608165,0.0004703239270564977,0.0002293985411897675
540.0,0.0033597563831635727,0.0004631530700013322,0.009456303861752509,0.01937300354949862,0.00047302835186268516,0.00023088516410589625
542.0,0.0032732015218945414,0.00046579465612783073,0.010190616618980934,0.01825966954946763,0.0004757576482234265,0.00023238710262274697
544.0,0.003191873680218279,0.00046846142047587204,0.011028632275579335,0.0172442779827113,0.00047851213898680004,0.00023390457739977123
546.0,0.003115406544867966,0.0004711537160600456,0.01199188165406206,0.016315828873418873,0.0004812921524940585,0.00023543781322858483
548.0,0.003043467007914775,0.00047387190258928115,0.013107836552943078,0.015464818101413182,0.0004840980226960894,0.00023698703912888
550.0,0.002975751654988624,0.0004766163466282168,0.014411976645363946,0.014683001158731494,0.00048693008927284015,0.00023855248844700696
552.0,0.00291198368240207,0.0004793874217632922,0.015950734478280045,0.013963199088780328,0.0004897886977557964,0.000240134398957311
554.0,0.002851910184421156,0.0004821855087737241,0.017785763850363685,0.013299138260126662,0.000492674199653604,0.00024173301296631666
556.0,0.0027952997608346685,0.0004850109958075379,0.0200002412880442,0.01268531743079337,0.0004955869525809298,0.0002433485774198504
558.0,0.0027419404024066896,0.00048786427856282663,0.02270835523568157,0.012116896942146023,0.0004985273203906586,0.00024498134401320103
560.0,0.002691637618020328,0.0004907457604744227,0.026069901049961465,0.011589605948917114,0.0005014956733095261,0.0002466315693044171
562.0,0.0026442127725463866,0.0004936558529061688,0.030313233903335783,0.011099664420724985,0.000504492388077294,0.0002482995148308462
564.0,0.002599501608872179,0.0004965949753489897,0.03577219364467509,0.010643717297734421,0.0005075178480895736,0.00024998544722902523
566.0,0.0025573529312437325,0.0004995635556249645,0.042946805121046074,0.010218778691469123,0.00051057244354441,0.0002516896383580336
568.0,0.002517627430223907,0.0005025620300976184,0.05260479784304256,0.009822184423195905,0.0005136565715927439,0.00025341236542642735
570.0,0.0024801966322439816,0.0005055908438886524,0.06595225732304819,0.009451551510897844,0.0005167706364928677,0.00025515391112287424
572.0,0.002444941959004191,0.0005086504511013437,0.08491272992020892,0.009104743469981557,0.0005199150497690035,0.0002569145637506187
574.0,0.0024117538839236547,0.0005117413150508577,0.11252929619815531,0.008779840496535934,0.0005230902303741295,0.00025869461736590554
576.0,0.0023805311745047453,0.000514863908501722,0.15326203824501503,0.008475113765943574,0.0005262966048571855,0.00026049437192049977
578.0,0.0023511802109052074,0.0005180187139127237,0.21178547228845163,0.008189003212258919,0.0005295346075348002,0.0002623141334084457
580.0,0.0023236143722395425,0.0005212062236895022,0.28544200853250346,0.007920098261465955,0.0005328046806676783,0.00026415421401721026
582.0,0.0022977534831899117,0.0005244269404451213,0.34621009401862934,0.007667121079551951,0.0005361072746417973,0.00026601493228336673
584.0,0.002273523314421448,0.0005276813772689158,0.34645245624130333,0.007428911968232268,0.0005394428481545674,0.0002678966132529765
586.0,0.0022508551310886898,0.0005309700580039196,0.2861704124234044,0.0072044166002461765,0.0005428118684061115,0.0002697995886468357
588.0,0.002229685284406968,0.0005342935175332,0.21300388740533224,0.006992674834876391,0.0005462148112958299,0.0002717241970307603
590.0,0.0022099548418599724,0.0005376523020754276,0.15497714059924167,0.006792810894681746,0.0005496521616244242,0.0002736707839910874
592.0,0.0021916092521352378,0.0005410469694900364,0.11475055997547207,0.006604024717933458,0.0005531244133015495,0.00027563970231558226
594.0,0.002174598041333789,0.0005444780895923357,0.08765255915268533,0.006425584329160899,0.0005566320695592868,0.0002776313121799446
596.0,0.002158874537397788,0.0005479462444789537,0.0692261609347212,0.006256819093548471,0.0005601756431716185,0.0002796459813401178
598.0,0.002144395620048627,0.0005514520288640123,0.056431612708358746,0.006097113740491947,0.0005637556566801087,0.00028168408533061154
600.0,0.00213112149383414,0.0005549960504264457,0.04734897319052452,0.005945903058078791,0.0005673726426259916,0.00028374600766906013
602.0,0.0021190154821531973,0.0005585789301688938,0.04077610087426109,0.005802667174136419,0.0005710271437888796,0.00028583214006724407
604.0,0.0021080438403637543,0.0005622013027886269,0.03594962075810823,0.00566692735123163,0.0005747197134323135,0.0002879428826488151
606.0,0.0020981755862906812,0.0005658638170609684,0.03237435684840154,0.005538242232960328,0.0005784509155563794,0.0002900786441739743
608.0,0.002089382346636009,0.0005695671362357141,0.029721911699266197,0.005416204487332251,0.0005822213251576367,0.0002922398422713634
610.0,0.002081638217959655,0.0005733119384470579,0.027770084548446285,0.005300437800272251,0.0005860315284965964,0.0002944269036774402
612.0,0.0020749196410460246,0.0005770989171375684,0.026366089089652857,0.005190594178427039,0.0005898821233730104,0.0002966402644836214
614.0,0.002069205287603348,0.0005809287814967756,0.0254037736664477,0.005086351525749705,0.0005937737194092373,0.00029888037039148854
616.0,0.0020644759583603412,0.0005848022569149593,0.024809237940440796,0.004987411462870739,0.0005977069383419592,0.0003011476769763651
618.0,0.002060714491730442,0.0005887200854527554,0.024531604450264036,0.004893497362168604,0.0006016824143225391,0.00030344264995958573
620.0,0.0020579056823090813,0.0005926830263272234,0.024537040749812715,0.004804352574820192,0.0006057007942263154,0.00030576576548979584
622.0,0.002056036208555531,0.0005966918564150538,0.02480489570791919,0.004719738829022384,0.000609762737971145,0.0003081175104336294
624.0,0.0020550945690889963,0.0006007473707736175,0.02532526449757561,0.004639434781097155,0.0006138689188455183,0.00031049838267613485
626.0,0.0020550710270998873,0.0006048503831806027,0.026097569601993404,0.004563234703381261,0.0006180200238465773,0.0003129088914313293
628.0,0.0020559575624424977,0.0006090017266930079,0.02712991720306854,0.0044909472947050055,0.0006222167540283932,0.00031534955756328355
630.0,0.0020577478310354644,0.0006132022542263113,0.02843910396142222,0.004422394600923505,0.0006264598248608578,0.00031782091391815596
632.0,0.00206043713125221,0.000617452839154658,0.030051235176048286,0.004357411034412377,0.0006307499665995732,0.000320323505667611
634.0,0.002064022377035604,0.0006217543759329667,0.03200298927414702,0.004295842482707146,0.000635087924667129,0.0003228578906640844
636.0,0.002068502077520062,0.0006261077807418833,0.034343639199524705,0.004237545497576543,0.0006394744600461762,0.0003254246398083688
638.0,0.0020738763229907423,0.0006305139921565678,0.03713803178610831,0.004182386556795535,0.0006439103496847247,0.00032802433743002576
640.0,0.0020801467770538784,0.0006349739718403392,0.040470847638933875,0.00413024139174244,0.0006483963869141067,0.0003306575816811451
642.0,0.0020873166749351634,0.0006394887052642618,0.04445263902707035,0.004080994374701335,0.0006529333818800679,0.00033332498494400366
644.0,0.0020953908278648643,0.0006440592024538032,0.049228406687637664,0.004034537960419618,0.0006575221619874671,0.0003360271742531973
646.0,0.002104375633549491,0.0006486864987637559,0.05498988444128524,0.00399077217706228,0.0006621635723590844,0.0003387647917328482
648.0,0.0021142790927707674,0.0006533716556826708,0.061993345886382174,0.003949604162229387,0.0006668584763090615,0.00034153849504952146
650.0,0.0021251108321937696,0.0006581157616681143,0.07058578512091367,0.003910947740169735,0.0006716077558315158,0.0003443489578815095
652.0,0.0021368821335078754,0.0006629199330141315,0.08124401246800791,0.003874723036739251,0.0006764123121048983,0.00034719687040518155
654.0,0.0021496059690670048,0.0006677853147523607,0.09463397237562762,0.0038408561290237796,0.0006812730660126822,0.00035008293979912355
656.0,0.002163297044239955,0.0006727130815883261,0.11170209694912954,0.003809278726878165,0.0006861909586810038,0.0003530078907668326
658.0,0.0021779718467279554,0.000677704438874512,0.13381763230544316,0.003779927883931694,0.000691166952033893,0.0003559724660787684
660.0,0.002193648703155365,0.0006827606236219019,0.16299513421634734,0.003752745735878632,0.0006962020293667711,0.00035897742713459957
662.0,0.0022103478432911683,0.0006878829055517598,0.2022369369343248,0.003727679264115108,0.0007012971959389092,0.00036202355454653115
664.0,0.002228091472314283,0.0006930725881895196,0.2560281573099862,0.0037046800830037303,0.0007064534795855821,0.0003651116487446371
666.0,0.0022469038515951895,0.0006983310100027505,0.33091336858671166,0.003683704249247642,0.0007116719313506805,0.0003682425306051751
668.0,0.002266811388530729,0.0007036595455852693,0.43560110367160126,0.003664712092039089,0.0007169536261405747,0.00037141704210290387
670.0,0.0022878427360389204,0.0007090596068895819,0.5783676019945085,0.0036476680628162346,0.0007222996634000665,0.0003746360469884818
672.0,0.0023100289023970126,0.0007145326445099563,0.7556726463660064,0.003632540603617936,0.000727711167811294,0.00037790043149207734
674.0,0.002333403372189811,0.0007200801490185476,0.9262890757757721,0.003619302033171617,0.0007331892900165011,0.0003812111050543794
676.0,0.0023580022392275064,0.0007257036523571404,1.0016994577446656,0.0036079284499857117,0.0007387352073656175,0.00038456900108626386
678.0,0.00238386435239407,0.000731404729287197,0.9261704873563401,0.003598399651847246,0.0007443501246896439,0.0003879750777584299
680.0,0.002411031475500064,0.0007371849989010703,0.7554347887703141,0.0035906990712483242,0.000750035275100878,0.00039143031882239693
682.0,0.002439548462338957,0.0007430461261973761,0.5780091043521122,0.00358481372638408,0.0007557919208210685,0.0003949357344643215
684.0,0.0024694634482854876,0.000748989823723709,0.4351198860461474,0.0035807341874803935,0.0007616213540386299,0.0003984923621931747
686.0,0.0025008280599302674,0.0007550178532900493,0.3303066129409357,0.0035784545583236378,0.000767524897796105,0.00040210126776490403
688.0,0.002533697644418868,0.0007611320277564091,0.25529226763218776,0.003577972472978284,0.0007735039069091231,0.0004057635461442864
690.0,0.0025681315203587448,0.0007673342128984613,0.2013674874701938,0.0035792891077926206,0.0007795597689181483,0.0004094803225062828
692.0,0.0026041932523764443,0.0007736263293551154,0.16198680440447139,0.0035824092089094335,0.0007856939050743856,0.0004132527532787917
694.0,0.0026419509516540803,0.0007800103546622322,0.13266412660766042,0.0035873411356187714,0.0007919077713612697,0.00041708202722881506
696.0,0.002681477605051955,0.0007864883253769105,0.11039604727769374,0.0035940969200151697,0.0007982028595530307,0.00042096936659415454
698.0,0.002722851435738078,0.0007930623392970475,0.09316682022198715,0.003602692343553598,0.000804580698311907,0.0004249160282628797
700.0,0.0027661562986004123,0.0007997345577811401,0.07960586709935694,0.003613147031238639,0.0008110428543256423,0.00042892330500293567
702.0,0.0028114821141201557,0.0008065072081736039,0.0687652532866821,0.003625484564331692,0.000817590933486994,0.0004329925267443876
704.0,0.002858925344841367,0.0008133825863411884,0.059977327309424275,0.0036397326126235774,0.0008242265821170529,0.0004371250619169526
706.0,0.002908589519092048,0.0008203630593264173,0.052763325880054425,0.0036559230874968454,0.0008309514882342744,0.0004413223188456111
708.0,0.002960585807204216,0.0008274510681243307,0.046774005441272415,0.003674092317196141,0.0008377673828712033,0.000445585747207262
710.0,0.0030150336561567564,0.0008346491305891977,0.04175048427222956,0.0036942812459387917,0.0008446760414409808,0.0004499168395515517
712.0,0.003072061489338432,0.0008419598444782768,0.037497984738947075,0.0037165356587348843,0.0008516792851558241,0.0004543171328891977
714.0,0.0031318074790148433,0.0008493858906401373,0.03386793042670651,0.0037409064340500594,0.0008587789824997753,0.00045878821035132144
716.0,0.003194420400100962,0.0008569300363555285,0.030745540498374028,0.0037674498267394256,0.0008659770507581406,0.0004633317029235153
718.0,0.00326006057501174,0.0008645951388392858,0.028041099341129912,0.003796227784012456,0.0008732754576061511,0.000467949291258595
720.0,0.0033289009207130875,0.0008723841489122912,0.025683722190253357,0.00382730829756199,0.0008806762227595188,0.0004726427075722282
722.0,0.003401128110654675,0.0008803001148531021,0.023616841551856827,0.0038607657954124095,0.0008881814196896916,0.00047741373762588354
724.0,0.0034769438660708827,0.0008883461864394542,0.021794897118570213,0.00389668157752034,0.0008957931774067519,0.0004822642228018236
726.0,0.003556566393230034,0.0008965256191905271,0.02018087887112802,0.003935144299704823,0.0009035136823130698,0.00048719606227515385
728.0,0.0036402319856465087,0.0009048417788215584,0.018744482801525263,0.003976250511103572,0.0009113451801309679,0.000492211215288255
730.0,0.003728196813107336,0.0009132981459231624,0.017460711842167964,0.004020105251059899,0.0009192899779078404,0.000497311703533263
732.0,0.003820738922678792,0.0009218983208785186,0.016308804012898317,0.0040668227121559404,0.0009273504461023408,0.0005024996136486192
734.0,0.00391816048073895,0.000930646029032483,0.015271403634915597,0.0041165269770390665,0.0009355290207554514,0.0005077770998360999
736.0,0.00402079028963729,0.0009395451261276146,0.01433391491415599,0.004169352837760202,0.0009438282057504504,0.0005131463866051474
738.0,0.004128986617943475,0.0009485996040231249,0.013483993645688652,0.004225446707579474,0.0009522505751660051,0.0005186097716517678
740.0,0.004243140389573644,0.0009578135967138554,0.01271114445665688,0.0042849676366246495,0.0009607987757268553,0.0005241696288797392
742.0,0.004363678784568268,0.0009671913866675624,0.012006399367071348,0.004348088444445674,0.0009694755293567898,0.0005298284115723829
744.0,0.004491069313178635,0.0009767374115000535,0.011362059501605916,0.0044149969844349286,0.0009782836358388806,0.000535588655723702
746.0,0.00462582443549077,0.0009864562710090912,0.010771486210314625,0.004485897557326637,0.0009872259755882072,0.0005414529835382803
748.0,0.004768506811435597,0.0009963527345894531,0.010228931119531458,0.004561012493609021,0.0009963055125426059,0.0005474241071099725
750.0,0.004919735281146336,0.0010064317490531187,0.009729397061644265,0.0046405839277500836,0.001005525297177276,0.0005535048322901014
752.0,0.0050801916937793,0.0010166984468802844,0.009268523652784445,0.00472487579073798,0.0010148884696494136,0.0005596980627566113
754.0,0.005250628724798801,0.0010271581549287472,0.008842492663134593,0.0048141760516734735,0.0010243982630793868,0.0005660068042964266
756.0,0.005431878848198366,0.0010378164036312153,0.00844794937180976,0.004908799244151231,0.00103405800697534,0.0005724341693141159
758.0,0.005624864662266328,0.0010486789367122648,0.00808193690109649,0.005009089319082277,0.0010438711308085173,0.0005789833815808891
760.0,0.005830610806662084,0.0010597517214590091,0.007741841144389571,0.005115422872630139,0.0010538411677469977,0.0005856577812389553
762.0,0.006050257756470244,0.001071040959582092,0.007425344383327844,0.00522821280628898,0.0010639717585560113,0.0005924608300773391
764.0,0.006285077837732068,0.0010825530987063692,0.007130386065578257,0.0053479124861078794,0.0010742666556734577,0.0005993961170964277
766.0,0.006536493881515231,0.001094294844533628,0.006855129510160338,0.0054750204800132415,0.0010847297274697663,0.0006064673643797773
768.0,0.006806101023468912,0.0011062731737229363,0.0065979335406663436,0.005610085966537585,0.0010953649627017945,0.0006136784332930688
770.0,0.0070956922676638345,0.0011184953475377381,0.00635732823219547,0.005753714925571432,0.001106176475171013,0.000621033331031587
772.0,0.007407288573363717,0.0011309689263126277,0.006131994105900417,0.005906577242695941,0.0011171685085968677,0.0006285362175391943
774.0,0.007743174399084502,0.0011437017847968959,0.005920744223850816,0.0060694148840810865,0.0011283454417168601,0.0006361914128235099
776.0,0.008105939860203764,0.0011567021284364773,0.005722508732683102,0.006243051329924627,0.0011397117936255855,0.0006440034046938881
778.0,0.008498530938135226,0.00116997851066084,0.005536321482043831,0.006428402492325033,0.0011512722293657365,0.0006519768569508389
780.0,0.008924309538828602,0.0011835398512467388,0.005361308406883569,0.00662648939006239,0.0011630315657848707,0.000660116618057763
782.0,0.009387125660374007,0.001197395455836611,0.005196677414139932,0.0068384529102241695,0.0011749947776726086,0.0006684277303282838
784.0,0.009891404526494658,0.0012115550366957784,0.005041709556551661,0.007065571057807839,0.0011871670041938528,0.0006769154396651091
786.0,0.010442252319084949,0.001226028734799604,0.004895751311075915,0.007309279183040191,0.0011995535556345925,0.0006855852058892119
788.0,0.011045585159360658,0.0012408271433493904,0.00475820780806731,0.007571193786950681,0.0012121599204779328,0.0006944427137012567
790.0,0.01170828732720249,0.0012559613328241412,0.004628536881156758,0.007853140644957186,0.0012249917728291006,0.0007034938843206109
792.0,0.012438406487937446,0.00127144287768446,0.004506243827548291,0.008157188164048968,0.0012380549802094086,0.0007127448878510049
794.0,0.013245396077613233,0.0012872838848548744,0.004390876784961052,0.008485687112384127,0.0012513556117404484,0.0007222021564259819
796.0,0.014140418211324174,0.0013034970241218497,0.004282022645267498,0.00884131814510323,0.0012648999467411853,0.0007318723981917317
798.0,0.015136724851560443,0.0013200955605968318,0.00417930343649138,0.009227148916071052,0.00127869448376213,0.0007417626121897795
800.0,0.01625014097574719,0.001337093389406883,0.004082373114614367,0.009646703037891167,0.0012927459500823634,0.000751880104207341
802.0,0.017499681798366425,0.0013545050727900665,0.0039909147149111675,0.010104043766836355,0.0013070613116969363,0.0007622325036690148
804.0,0.01890834773771067,0.0013723458797887391,0.0039046378195453785,0.010603876092965378,0.0013216477838240096,0.0007728277816499097
806.0,0.02050415726007025,0.0013906318287516004,0.0038232763041213353,0.011151671974150516,0.0013365128419631223,0.0007836742700973646
808.0,0.022321501217746054,0.0014093797328748013,0.0037465863309736488,0.011753824856693268,0.001351664233538112,0.0007947806823561803
810.0,0.02440293620366742,0.0014286072490339195,0.0036743445613279095,0.012417841501171244,0.001367109990160555,0.0008061561351008305
812.0,0.026801583950623237,0.00144833293018235,0.0036063465622012997,0.013152581658061635,0.0013828584405520792,0.000817810171787516
814.0,0.02958437690717241,0.001468576281617938,0.0035424053871283318,0.013968559565809512,0.001398918224166608,0.0008297527877493165
816.0,0.032836499297711624,0.0014893578214487356,0.0034823503125764373,0.0148783259350411,0.0014152983055565145,0.0008419944570691299
818.0,0.03666753779514098,0.0015106991456210063,0.0034260257143269995,0.01589695555656704,0.0014320079895297916,0.0008545461613777452
820.0,0.04122010720744638,0.0015326229979083367,0.003373290070197115,0.01704267468359271,0.001449056937148759,0.000867419420738385
822.0,0.04668210259284412,0.0015551533453004305,0.0033240150773143837,0.01833767499788654,0.0014664551826244893,0.0008806263267945333
824.0,0.053304324379271496,0.0015783154592742868,0.0032780848737724855,0.01980917891112312,0.0014842131511650996,0.0008941795783750371
826.0,0.061426137033917125,0.0016021360034796212,0.0032353953559243354,0.021490846607153107,0.0015023416778403788,0.0009080925197695011
828.0,0.07151319885180403,0.0016266431284251374,0.0031958535838421884,0.023424652229803656,0.0015208520275298372,0.0009223791819081544
830.0,0.08421326968092607,0.0016518665738133518,0.0031593772686163753,0.025663410400923292,0.001539755916026348,0.0009370543267038788
832.0,0.10043854725327617,0.0016778377792399368,0.0031258943361990033,0.028274212937391015,0.0015590655323729904,0.0009521334948402743
834.0,0.12148469437386435,0.0017045900040498722,0.0030953425634460277,0.03134315123603513,0.0015787935625166474,0.0009676330573188119
836.0,0.14919262488693952,0.0017321584572281897,0.0030676692828885705,0.03498186963732222,0.0015989532143683713,0.0009835702711106968
838.0,0.1861317389462174,0.0017605804382989562,0.0030428311535884676,0.03933674278656798,0.0016195582443675044,0.000999963339295438
840.0,0.2356791584789071,0.0017898954903137732,0.0030207939962189445,0.04460182368565253,0.0016406229856541768,0.0010168314761088322
842.0,0.30154971695494565,0.0018201455661320954,0.0030015326912732686,0.0510371893499441,0.0016621623779630905,0.0010341949773686626
844.0,0.38556706635051075,0.0018513752093319152,0.0029850311400561103,0.05899488718183761,0.0016841919993605004,0.0010520752967975453
846.0,0.4815848779214266,0.0018836317512430083,0.002971282288867919,0.06895513992949161,0.001706728099956163,0.0010704951288198145
848.0,0.5663090472820761,0.0019169655257683799,0.0029602882175658817,0.0815750034873919,0.00172978763773272,0.0010894784984739215
850.0,0.601621941202994,0.0019514301038557405,0.0029520602944907515,0.09774783404757512,0.0017533883166467102,0.001109050859154604
852.0,0.5663471035204622,0.0019870825497029848,0.0029466194006026675,0.11865781878515345,0.0017775486271681675,0.0011292391989811427
