raman_shift_cm-1,intensity
614.0,2.264196807827064
616.0,2.2451312853728926
618.0,2.264337218621541
620.0,2.22981334766065
622.0,2.259375082412137
624.0,2.2721243808554297
626.0,2.206761913629784
628.0,2.183562663603759
630.0,2.2408779922781927
632.0,2.275173044399853
634.0,2.1998927126399432
636.0,2.1906148169772393
638.0,2.2231469865110585
640.0,2.1903133587331993
642.0,2.1927887261727435
644.0,2.1917495517897163
646.0,2.205175787157967
648.0,2.182274682393693
650.0,2.1918044731215884
652.0,2.178603304791311
654.0,2.161148734786804
656.0,2.1675748200189138
658.0,2.150913511729819
660.0,2.166022908274414
662.0,2.139407305373926
664.0,2.136039658065003
666.0,2.1830705699670627
668.0,2.148922290979861
670.0,2.1449834133502046
672.0,2.152388483227003
674.0,2.1298577266225887
676.0,2.1298420731922865
678.0,2.139074465200375
680.0,2.1323993105070715
682.0,2.0997653558893696
684.0,2.1358392365450696
686.0,2.103605584817206
688.0,2.090555419984416
690.0,2.089951044613618
692.0,2.0964540377481993
694.0,2.1331362245375503
696.0,2.073425681968875
698.0,2.0965050393729916
700.0,2.046935137460545
702.0,2.0860694177428982
704.0,2.100522298963569
706.0,2.074249061774547
708.0,2.0628677995060323
710.0,2.076578978410976
712.0,2.0824670270287617
714.0,2.0782738502963647
716.0,2.101008461851039
718.0,2.0623223178865904
720.0,2.0428925793889796
722.0,2.048844985234765
724.0,2.0465605211244613
726.0,2.046853475360687
728.0,2.040768915290469
730.0,2.0415622580123407
732.0,2.0014023671729757
734.0,2.0481716000782653
736.0,2.016867400334275
738.0,2.001706007127493
740.0,2.0347553814215336
742.0,2.045202625054413
744.0,2.0255974122707365
746.0,2.0158662509529925
748.0,1.990930868697524
750.0,2.0639654065056803
752.0,2.0211252352057305
754.0,1.9777481048314485
756.0,1.9819839020621475
758.0,1.99638851883476
760.0,1.9606571828975285
762.0,1.9922589864620786
764.0,1.9768724560765805
766.0,2.007781129844569
768.0,1.9997365217538703
770.0,1.9235430666800746
772.0,1.9759177948929265
774.0,1.9400912299454385
776.0,1.9920345998230666
778.0,1.9706525504900168
780.0,1.9757577951906142
782.0,1.941040919131537
784.0,1.9965246107895944
786.0,1.9980340019248288
788.0,1.9340834601978505
790.0,1.960658198004442
792.0,1.937643543377157
794.0,1.9486399913356365
796.0,1.9219056792498488
798.0,1.9827868075785442
800.0,1.9244200276197436
802.0,1.9363948871965504
804.0,1.951035361441495
806.0,1.9269478092354404
808.0,1.9342446346298605
810.0,1.9271710130794477
812.0,1.9355216795530594
814.0,1.9149281871078232
816.0,1.9302136388812199
818.0,1.93606567575128
820.0,1.9354975077869547
822.0,1.9462005476322863
824.0,1.943276425100867
826.0,1.9697907567605741
828.0,1.955832639659011
830.0,1.9697633008614523
832.0,1.9729422788513487
834.0,1.9942867386872831
836.0,2.0047847175220697
838.0,2.074955595483728
840.0,2.0888597469373025
842.0,2.1602628891613516
844.0,2.2639981522477384
846.0,2.358514953858445
848.0,2.424834282621872
850.0,2.425429567223765
852.0,2.436632198975904
854.0,2.3464254687543704
856.0,2.2147217093702163
858.0,2.1721279013306365
860.0,2.0746149320089997
862.0,2.0143683482854775
864.0,1.9996868144556181
866.0,1.9643306952224768
868.0,1.948758933065859
870.0,1.89423540770953
872.0,1.9477808292070875
874.0,1.8872986991634815
876.0,1.8583564028360948
878.0,1.8928406158033855
880.0,1.8658590292178678
882.0,1.8728700388543185
884.0,1.8537370474869082
886.0,1.8540868044103112
888.0,1.855436006837681
890.0,1.831227878094481
892.0,1.8557107261372887
894.0,1.828994528853399
896.0,1.8174945440793295
898.0,1.8331295899395115
900.0,1.8373674444186996
902.0,1.820916889177363
904.0,1.805415275683608
906.0,1.8323482832096372
908.0,1.7821395616074336
910.0,1.7942181580393437
912.0,1.8132017464860046
914.0,1.7828447346597036
916.0,1.8083526652655157
918.0,1.8044890408135246
920.0,1.8214165823270274
922.0,1.7830594462566616
924.0,1.7868052261520337
926.0,1.804006934519698
928.0,1.7462615068983418
930.0,1.855530768947331
932.0,1.7777202550667939
934.0,1.7753050313411751
936.0,1.8053771365768292
938.0,1.7856548253666344
940.0,1.7492037770070616
942.0,1.7957161575680542
944.0,1.7987155603840674
946.0,1.771085800878347
948.0,1.7729774565330179
950.0,1.7869041570074522
952.0,1.7576370362011424
954.0,1.7832654651188682
956.0,1.7772302567329326
958.0,1.7585596182767123
960.0,1.743104947988002
962.0,1.7654075443093133
964.0,1.7514795158544236
966.0,1.7881949321841861
968.0,1.7703567175372197
970.0,1.7825792009501795
972.0,1.7692790826353448
974.0,1.7717235488302
976.0,1.7509724078597866
978.0,1.7805281548132748
980.0,1.8038759084316465
982.0,1.7636428433260378
984.0,1.760509560496071
986.0,1.7729608546920668
988.0,1.7720063313798662
990.0,1.775723154248271
992.0,1.8045908095738012
994.0,1.8141668672258577
996.0,1.8761277359824924
998.0,1.887198990697959
1000.0,1.9441380576094345
1002.0,1.9981711523141394
1004.0,1.97224754094795
1006.0,1.9637925640793599
1008.0,1.8702117566693153
1010.0,1.8251381797201973
1012.0,1.8049139685439637
1014.0,1.7901071311261156
1016.0,1.7506475686294398
1018.0,1.7682299335435439
1020.0,1.7284849553074686
1022.0,1.7843878392440284
1024.0,1.7509134489234897
1026.0,1.7366194803051447
1028.0,1.728930827697778
1030.0,1.73761402777708
1032.0,1.7395147223761964
1034.0,1.7221655117449997
1036.0,1.7241071097969909
1038.0,1.738555939821398
1040.0,1.7320264404598853
1042.0,1.7617266057775827
1044.0,1.7665828085874609
1046.0,1.7454519549187855
1048.0,1.7563902095963257
1050.0,1.7225602087586944
1052.0,1.765022449456756
1054.0,1.7554774393687436
1056.0,1.7705905487937943
1058.0,1.798959459056268
1060.0,1.728984386224533
1062.0,2.190456265941428
1064.0,6.626210229087615
1066.0,1.8248436228148752
1068.0,1.8080687767664718
1070.0,1.8529949592622847
1072.0,1.9058886458089066
1074.0,1.9680404474286166
1076.0,2.03276282702994
1078.0,2.1202741601672104
1080.0,2.263302128598706
1082.0,2.4479122638533033
1084.0,2.545802107470081
1086.0,2.513276117305803
1088.0,2.450263718043763
1090.0,2.2881391469431382
1092.0,2.1615665758168827
1094.0,2.035406451983959
1096.0,1.9866420525036494
1098.0,1.8990854441168
1100.0,1.897924627228864
1102.0,1.854631362658264
1104.0,1.864890524526589
1106.0,1.8661244552765741
1108.0,1.833128675126391
1110.0,1.8563974785795259
1112.0,1.8770408504340192
1114.0,2.4492330303020298
1116.0,6.814540916102183
1118.0,1.9987919372111143
1120.0,2.125325383782213
1122.0,2.2369770053343787
1124.0,2.342451199568833
1126.0,2.2635962431170307
1128.0,2.2028931322338074
1130.0,2.1285194941150616
1132.0,1.9755284276481835
1134.0,1.90307887541599
1136.0,1.8826627077767484
1138.0,1.8532343230249715
1140.0,1.7906925870125023
1142.0,1.793438487220511
1144.0,1.7686974637574948
1146.0,1.7841230849400445
1148.0,1.7437704967885823
1150.0,1.7556317147387697
1152.0,1.7112809559123072
1154.0,1.7203092449303972
1156.0,1.7176340827977425
1158.0,1.7386259642227253
1160.0,1.724288698744851
1162.0,1.6949869427677549
1164.0,1.7213800400048218
1166.0,1.7212032493507943
1168.0,1.7018905834406943
1170.0,1.697548073873763
1172.0,1.6976180620213968
1174.0,1.6665784336446896
1176.0,1.7034100862793853
1178.0,1.7036421153090806
1180.0,1.6811027771885798
1182.0,1.7128645847543227
1184.0,1.6702928592045772
1186.0,1.6865838335014804
1188.0,1.6881143884037157
1190.0,1.7375001533068601
1192.0,1.6660340458432994
1194.0,1.7096812893365212
1196.0,1.717834699930722
1198.0,1.7072754997571233
1200.0,1.7242674727893752
1202.0,1.6816893189647633
1204.0,1.6574804224461632
1206.0,1.7200253049677832
1208.0,1.6826790227194064
1210.0,1.7023294802520879
1212.0,1.6879628883169882
1214.0,1.735771206331141
1216.0,1.7358166595921352
1218.0,1.7086342299849275
1220.0,1.7465174784468587
1222.0,1.7373659988275005
1224.0,1.7399463648651816
1226.0,1.7532107575079343
1228.0,1.7590733104311056
1230.0,1.7883095173676198
1232.0,1.796696927857501
1234.0,1.79883903140906
1236.0,1.8406997444428395
1238.0,1.8204820522395615
1240.0,1.846119205006681
1242.0,1.8513949008786752
1244.0,1.8711547504738446
1246.0,1.828587583191058
1248.0,1.8718714892118382
1250.0,1.8423523807142157
1252.0,1.8421037551473705
1254.0,1.846552376562428
1256.0,1.893874753468859
1258.0,1.9138497410785682
1260.0,1.9280696963764794
1262.0,1.964239638522655
1264.0,1.9987094767909792
1266.0,1.9936183355785122
1268.0,2.000443749705997
1270.0,1.963664290819581
1272.0,1.9098295538821257
1274.0,1.861618068770728
1276.0,1.8153706507474383
1278.0,1.8013215202828197
1280.0,1.7997181088772862
1282.0,1.81065175468943
1284.0,1.7754826667983474
1286.0,1.7432139529149284
1288.0,1.743012393910272
1290.0,1.727444431276747
1292.0,1.7173986041819889
1294.0,1.7261961809433446
1296.0,1.7313453966412937
1298.0,1.762298710354993
1300.0,1.7252748139963483
1302.0,1.7504762327124925
1304.0,1.7581707742815522
1306.0,1.7242585874086915
1308.0,1.7550570460391834
1310.0,1.7377780190358998
1312.0,1.7160843191821051
1314.0,1.731107185117973
1316.0,1.7280989776906481
1318.0,1.7253846094252363
1320.0,1.7291146284574699
1322.0,1.739862468527266
1324.0,1.750593439926958
1326.0,1.7304626429272825
1328.0,1.755868991811806
1330.0,1.7354733897474663
1332.0,1.7831130613728965
1334.0,1.804055143197772
1336.0,1.8087274111665077
1338.0,1.822210298429661
1340.0,1.8329759546310234
1342.0,1.804525101506174
1344.0,1.803332074916646
1346.0,1.8057910605734764
1348.0,1.803239693597398
1350.0,1.7804262795873427
1352.0,1.815007232961531
1354.0,1.7554915359295284
1356.0,1.772301191492029
1358.0,1.7739198716235196
1360.0,1.7431937407455802
1362.0,1.7275276135531308
1364.0,1.7189706575521981
1366.0,1.7450422930378546
1368.0,1.7635707668669427
1370.0,1.7466893997933046
1372.0,1.7448737650523471
1374.0,1.7342223913817014
1376.0,1.7536166932660826
1378.0,1.7004460385376756
1380.0,1.7487375876670004
1382.0,1.7457296114409888
1384.0,1.7189793008496719
1386.0,1.7912550589122718
1388.0,1.721488676811993
1390.0,1.7293188054070059
1392.0,1.7286268522584507
1394.0,1.776775801988582
1396.0,1.7388900558995286
1398.0,1.7722796772814071
1400.0,1.7730988768845615
1402.0,1.7691912012312911
1404.0,1.7407264862479976
1406.0,1.757776886557695
1408.0,1.8069189764662512
1410.0,1.7514199896382379
1412.0,1.7647750559320525
1414.0,1.7827973450129044
1416.0,1.8073993231840215
1418.0,1.8020748103841906
1420.0,1.8184785833896766
1422.0,1.7898219428218602
1424.0,1.8387326793429057
1426.0,1.841287745969984
1428.0,1.8098222522682281
1430.0,1.8864864029781987
1432.0,1.918232977723959
1434.0,1.8771367222120316
1436.0,1.918042136656649
1438.0,1.9746165989012183
1440.0,1.9531623578187518
1442.0,1.9863008316396409
1444.0,2.05066544190476
1446.0,2.121452823258915
1448.0,2.179888776117803
1450.0,2.2611862519146726
1452.0,2.3093398978187585
1454.0,2.331584343307126
1456.0,2.4152609111064622
1458.0,2.4729280615255074
1460.0,2.4595000768677275
1462.0,2.416481307301741
1464.0,2.3279818524116984
1466.0,2.266135729183422
1468.0,2.149174981136488
1470.0,2.1162140224758774
1472.0,2.0444900500682133
1474.0,2.025124917505562
1476.0,1.9773624562250698
1478.0,1.91910004450697
1480.0,1.9219994664553326
1482.0,1.9267472297375408
1484.0,1.8661587739653864
1486.0,1.8665931591757727
1488.0,1.853542065011307
1490.0,1.8318195390627272
1492.0,1.8751229147865756
1494.0,1.8773764393824666
1496.0,1.8633119698487834
1498.0,1.8490569628312254
1500.0,1.8406756126133654
1502.0,1.84453188426489
1504.0,1.823578810182483
1506.0,1.8549252979039212
1508.0,1.8571164462705658
1510.0,1.8542917145641153
1512.0,1.824695880445849
1514.0,1.8367664167938733
1516.0,1.8319502757497252
1518.0,1.871267590991766
1520.0,1.839464689175226
1522.0,1.7987330056950264
1524.0,1.8449639464208922
1526.0,1.875362956181821
1528.0,1.8522395430495513
1530.0,1.8570301633398318
1532.0,1.8411451522825457
1534.0,1.8020519533880845
1536.0,1.80639733356273
1538.0,1.8188683958298428
1540.0,1.8424935006747856
1542.0,1.852527182913222
1544.0,1.8614636812259548
1546.0,1.8422627915060896
1548.0,1.869653093429725
1550.0,1.8464060627861292
1552.0,1.8394400310761625
1554.0,1.8721322549617598
1556.0,1.83841975968161
1558.0,1.8037749077079885
1560.0,1.8388434284620983
1562.0,1.8636492490971024
1564.0,1.8019232817796274
1566.0,1.8581821048887968
1568.0,1.860518524503193
1570.0,1.840504529009129
1572.0,1.8412953969422694
1574.0,1.8636474466275412
1576.0,1.8639464715978968
1578.0,1.9021206644056579
1580.0,1.8864971839819675
1582.0,1.8495063878724451
1584.0,1.8662025196108485
1586.0,2.4860612900717025
1588.0,6.408824856750122
1590.0,1.8978650539131718
1592.0,1.8987506560462355
1594.0,1.9322221730032487
1596.0,1.8971002768239222
1598.0,1.894001705475902
1600.0,1.8746410629118277
1602.0,1.895470708230081
1604.0,1.9522451534093979
1606.0,1.8833051934296798
1608.0,1.9151792267925818
1610.0,1.8901706199472192
1612.0,1.9244788507805024
1614.0,1.943453483622866
1616.0,1.9248721158241613
1618.0,1.9486912230455011
1620.0,1.9531846598720835
1622.0,1.9527961495155022
1624.0,1.9837453944125758
1626.0,1.9711264603583398
1628.0,1.9562496286127244
1630.0,1.9563270019983379
1632.0,1.9615753814483932
1634.0,1.997649752323124
1636.0,1.9926074035432635
1638.0,2.066099993627667
1640.0,2.0624415733922623
1642.0,2.037083956089161
1644.0,2.0521538501490246
1646.0,2.1110250084509423
1648.0,2.0582163389817887
1650.0,2.104168816718285
1652.0,2.146211944724275
1654.0,2.117667370328697
1656.0,2.128542723492532
1658.0,2.126683924251966
1660.0,2.137265704954161
1662.0,2.113823215138015
1664.0,2.104791379700615
1666.0,2.0945087546897723
1668.0,2.070177568594241
1670.0,2.080345259186122
1672.0,2.033814787096957
1674.0,2.0115716373625503
1676.0,1.9981408922350294
1678.0,1.995939576731309
1680.0,2.0131422599780153
1682.0,2.0414880483050597
1684.0,2.0218987232549046
1686.0,2.004640612065624
1688.0,1.9939729626486389
1690.0,2.004025515419727
1692.0,2.006164956297361
1694.0,2.0029130375882938
1696.0,1.9858326588376989
1698.0,2.005486234858842
1700.0,2.0360797558258343
1702.0,1.973166429040011
1704.0,2.012930725775591
1706.0,1.9765425429339016
1708.0,2.023982143262637
1710.0,2.006833508716045
1712.0,1.9816295883082578
1714.0,2.027004685779339
1716.0,2.0630641256721565
1718.0,2.030689387290648
1720.0,2.053606235936611
1722.0,2.0308565306122714
1724.0,1.991103193240182
1726.0,2.046080717177622
1728.0,2.029965170038254
1730.0,2.0111889405166283
1732.0,2.0582643438105332
1734.0,2.05047609083186
1736.0,2.036434011130311
1738.0,2.0665366367685247
1740.0,2.0339947107305454
1742.0,2.066591837357915
1744.0,2.037225619857462
1746.0,2.0690487774408526
1748.0,2.0387115446837414
1750.0,2.092887933294868
1752.0,2.0705878128475033
1754.0,2.0965755659827354
1756.0,2.0539036163508917
1758.0,2.0632822720158397
1760.0,2.092066017836816
1762.0,2.022882768029784
1764.0,2.058921091857535
1766.0,2.103435125499106
1768.0,2.09460284445753
1770.0,2.1074190642787256
1772.0,2.0842050165561314
1774.0,2.104249937888095
1776.0,2.080935590721345
1778.0,2.0707082818143845
1780.0,2.0668587911855067
1782.0,2.0923396123194777
1784.0,2.0950257430082093
1786.0,2.096059207077306
1788.0,2.0403240328597647
1790.0,2.0739924242194365
1792.0,2.1059870039944766
1794.0,2.1250657571985094
1796.0,2.1104457877391187
1798.0,2.107190198746397
1800.0,2.081275317641364
